user_id,book_id,rating,title,authors,original_publication_year,rating_normalized,user_id_encoded,book_id_encoded
38061,2712,5,"Awake at Dawn (Shadow Falls, #2)",C.C. Hunter,2011.0,1.0,16434,2596
7568,3937,4,Blaze,"Richard Bachman, Stephen King",2007.0,0.75,3424,3625
23788,735,5,Batman: The Killing Joke,"Alan Moore, Brian Bolland, Tim Sale",1988.0,1.0,10577,731
39850,2997,5,"The Fiery Heart (Bloodlines, #4)",Richelle Mead,2013.0,1.0,17161,2842
46362,30,4,Gone Girl,Gillian Flynn,2012.0,0.75,19797,29
45951,885,3,House of Sand and Fog,Andre Dubus III,1999.0,0.5,19638,880
23316,29,2,Romeo and Juliet,"William Shakespeare, Robert           Jackson",1595.0,0.25,10383,28
48012,244,3,Sharp Objects,Gillian Flynn,2006.0,0.5,20459,243
29563,2272,4,"The Millennium Trilogy (Millennium Trilogy, #1-3)","Stieg Larsson, Reg Keeland",2005.0,0.75,13018,2214
18280,9,1,"Angels & Demons  (Robert Langdon, #1)",Dan Brown,2000.0,0.0,8232,8
10391,62,1,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,1995.0,0.0,4716,61
27298,668,4,Everything I Never Told You,Celeste Ng,2014.0,0.75,12066,665
51269,611,1,The Silmarillion (Middle-Earth Universe),"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977.0,0.0,21722,608
23066,221,2,"A Child Called ""It"" (Dave Pelzer #1)",Dave Pelzer,1995.0,0.25,10279,220
11340,45,2,Life of Pi,Yann Martel,2001.0,0.25,5167,44
17668,1161,5,Cannery Row,John Steinbeck,1945.0,1.0,7960,1151
3476,242,5,"Along Came a Spider (Alex Cross, #1)",James Patterson,1993.0,1.0,1612,241
23267,3306,4,Just So Stories,Rudyard Kipling,1902.0,0.75,10362,3104
24358,171,3,Emma,"Jane Austen, Fiona Stafford",1815.0,0.5,10816,170
19614,21,5,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)","J.K. Rowling, Mary GrandPré",2003.0,1.0,8818,20
1089,248,5,A Midsummer Night's Dream,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",1595.0,1.0,508,247
50247,2252,3,"'Tis (Frank McCourt, #2)",Frank McCourt,1999.0,0.5,21320,2194
1785,281,3,The Pelican Brief,John Grisham,1992.0,0.5,843,280
25678,163,4,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,2010.0,0.75,11385,162
42320,4954,1,"The Fallen Star (Fallen Star, #1)",Jessica Sorensen,2011.0,0.0,18171,4362
30653,805,5,"Burned (House of Night, #7)","P.C. Cast, Kristin Cast",2010.0,1.0,13438,800
13848,15,4,The Diary of a Young Girl,"Anne Frank, Eleanor Roosevelt, B.M. Mooyaart-Doubleday",1947.0,0.75,6280,14
20460,41,1,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,2005.0,0.0,9176,40
1168,1742,3,"Shiloh (Shiloh, #1)",Phyllis Reynolds Naylor,1991.0,0.5,536,1716
5427,170,4,Digital Fortress,Dan Brown,1998.0,0.75,2496,169
2373,36,3,"The Giver (The Giver, #1)",Lois Lowry,1993.0,0.5,1117,35
34182,109,1,Les Misérables,"Victor Hugo, Lee Fahnestock, Norman MacAfee",1862.0,0.0,14832,108
48458,5626,3,Bel-Ami,"Guy de Maupassant, Douglas Parmée",1885.0,0.5,20619,4809
50425,205,2,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,1976.0,0.25,21382,204
14285,915,2,Insomnia,"Stephen King, Bettina Blanch Tyroller",1994.0,0.25,6465,910
1707,1837,3,"Shift (Silo, #2)",Hugh Howey,2013.0,0.5,798,1806
41219,4847,1,Lilly's Purple Plastic Purse,Kevin Henkes,1996.0,0.0,17743,4283
52199,379,1,"A Discovery of Witches (All Souls Trilogy, #1)",Deborah Harkness,2011.0,0.0,22100,378
46612,9529,5,EntreLeadership: 20 Years of Practical Business Wisdom from the Trenches,Dave Ramsey,2011.0,1.0,19900,6916
49888,5121,4,No Second Chance,Harlan Coben,2003.0,0.75,21191,4484
39475,9552,2,"The Last Werewolf (The Last Werewolf, #1)",Glen Duncan,2011.0,0.25,17013,6924
17961,675,3,Firestarter,Stephen King,1980.0,0.5,8094,672
39990,4214,1,A Single Shard,Linda Sue Park,2001.0,0.0,17217,3829
53233,42,1,"Little Women (Little Women, #1)",Louisa May Alcott,1868.0,0.0,22503,41
17098,1656,3,All Things Bright and Beautiful (All Creatures Great and Small),James Herriot,1973.0,0.5,7710,1634
6092,7164,3,"Heartless (Parasol Protectorate, #4)",Gail Carriger,2011.0,0.5,2791,5734
34715,3609,5,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Brian Greene,2003.0,1.0,15065,3354
18908,422,4,"Harry Potter Boxset (Harry Potter, #1-7)",J.K. Rowling,1998.0,0.75,8506,421
25942,5043,1,"Cockroaches (Harry Hole, #2)","Jo Nesbø, Don Bartlett",1998.0,0.0,11502,4430
33091,1205,1,Hard-Boiled Wonderland and the End of the World,"Haruki Murakami, Alfred Birnbaum",1985.0,0.0,14411,1194
6904,807,1,The Circle,Dave Eggers,2013.0,0.0,3160,802
44036,264,4,The Sun Also Rises,Ernest Hemingway,1926.0,0.75,18882,263
47478,157,2,Green Eggs and Ham,"Dr. Seuss, לאה נאור",1960.0,0.25,20245,156
4232,17,3,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,2009.0,0.5,1918,16
10754,2089,3,The Hotel New Hampshire,John Irving,1981.0,0.5,4894,2046
3918,107,2,A Walk to Remember,Nicholas Sparks,1999.0,0.25,1792,106
34322,6103,3,"Forever Black (Forever, #1)",Sandi Lynn,2013.0,0.5,14894,5119
19929,4178,4,Today Will Be Different,Maria Semple,2016.0,0.75,8964,3804
20984,3317,5,Mort: The Play,"Terry Pratchett, Stephen Briggs",1996.0,1.0,9387,3113
18847,87,5,Night (The Night Trilogy #1),"Elie Wiesel, Marion Wiesel",1958.0,1.0,8479,86
28328,808,5,The Invention of Hugo Cabret,Brian Selznick,2007.0,1.0,12501,803
49554,126,1,Dune (Dune Chronicles #1),Frank Herbert,1965.0,0.0,21037,125
32215,3452,4,"Princess in the Spotlight (The Princess Diaries, #2)",Meg Cabot,2001.0,0.75,14052,3224
12489,99,1,"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,2011.0,0.0,5664,98
32782,675,5,Firestarter,Stephen King,1980.0,1.0,14274,672
20136,8981,1,"I've Got You Under My Skin (Under Suspicion, #1)","Mary Higgins Clark, Alafair Burke",2014.0,0.0,9034,6662
47665,6801,1,"Runaway (Airhead, #3)",Meg Cabot,2010.0,0.0,20321,5535
38714,442,3,Snow Crash,Neal Stephenson,1992.0,0.5,16688,441
50811,3445,1,"Succubus Blues (Georgina Kincaid, #1)",Richelle Mead,2007.0,0.0,21522,3218
29323,540,1,A Little Princess,"Frances Hodgson Burnett, Nancy Bond",1905.0,0.0,12914,539
7270,7477,4,"A Perfect Evil (Maggie O'Dell, #1)",Alex Kava,2000.0,0.75,3300,5904
4295,9110,5,Bomb: The Race to Build—and Steal—the World's Most Dangerous Weapon,Steve Sheinkin,2012.0,1.0,1950,6720
48861,604,5,"Girl, Interrupted",Susanna Kaysen,1993.0,1.0,20773,601
51405,5255,2,Incognito: The Secret Lives of the Brain,David Eagleman,2011.0,0.25,21782,4575
38574,5156,5,"Touch of Power (Healer, #1)",Maria V. Snyder,2011.0,1.0,16641,4506
3597,700,1,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",Philippa Gregory,2005.0,0.0,1658,697
17633,161,4,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,1955.0,0.75,7939,160
30309,3070,1,"Labyrinth (Languedoc, #1)",Kate Mosse,2005.0,0.0,13303,2907
11252,29,1,Romeo and Juliet,"William Shakespeare, Robert           Jackson",1595.0,0.0,5125,28
39789,638,1,A Visit from the Goon Squad,Jennifer Egan,2010.0,0.0,17130,635
10436,3576,1,"Out of Breath (Breathing, #3)",Rebecca Donovan,2013.0,0.0,4741,3328
4939,573,2,"Men Are from Mars, Women Are from Venus",John Gray,1998.0,0.25,2257,571
22989,8190,3,Red Riding Hood,"Sarah Blakley-Cartwright, David Leslie Johnson, Catherine Hardwicke",2011.0,0.5,10248,6261
10500,350,4,Fear and Loathing in Las Vegas,"Hunter S. Thompson, Ralph Steadman",1971.0,0.75,4775,349
5152,1,2,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,2008.0,0.25,2368,0
12014,292,4,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)","C.S. Lewis, Pauline Baynes",1951.0,0.75,5451,291
14248,587,3,Everything Is Illuminated,Jonathan Safran Foer,2002.0,0.5,6447,584
565,1144,1,Prodigal Summer,Barbara Kingsolver,2000.0,0.0,263,1134
32586,105,1,"Allegiant (Divergent, #3)",Veronica Roth,2013.0,0.0,14183,104
39114,282,1,Coraline,Neil Gaiman,2002.0,0.0,16851,281
34143,29,2,Romeo and Juliet,"William Shakespeare, Robert           Jackson",1595.0,0.25,14812,28
53060,69,3,"Insurgent (Divergent, #2)",Veronica Roth,2012.0,0.5,22432,68
1581,3349,4,Survival in Auschwitz,"Primo Levi, Stuart J. Woolf, Philip Roth",1947.0,0.75,737,3136
37032,13,2,1984,"George Orwell, Erich Fromm, Celâl Üster",1949.0,0.25,15999,12
40546,567,5,The Language of Flowers,Vanessa Diffenbaugh,2011.0,1.0,17474,566
48192,8332,5,"The Will of the Empress (Circle Reforged, #1)",Tamora Pierce,2005.0,1.0,20528,6328
44470,4269,4,"The Guilty (Will Robie, #4)",David Baldacci,2015.0,0.75,19058,3869
48737,225,3,East of Eden,John Steinbeck,1952.0,0.5,20729,224
51827,16,1,"The Girl with the Dragon Tattoo (Millennium, #1)","Stieg Larsson, Reg Keeland",2005.0,0.0,21954,15
24060,55,4,Brave New World,Aldous Huxley,1932.0,0.75,10703,54
31175,1556,3,"Opal (Lux, #3)",Jennifer L. Armentrout,2012.0,0.5,13644,1540
1993,44,1,"The Notebook (The Notebook, #1)",Nicholas Sparks,1996.0,0.0,930,43
2117,1417,4,Chasing Harry Winston,Lauren Weisberger,2008.0,0.75,986,1402
24434,1023,1,"Lord of Chaos (Wheel of Time, #6)",Robert Jordan,1994.0,0.0,10847,1016
24534,10,5,Pride and Prejudice,Jane Austen,1813.0,1.0,10885,9
12181,5415,2,"The Dragonriders of Pern (Dragonriders of Pern, #1-3)",Anne McCaffrey,1968.0,0.25,5523,4683
48955,351,4,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,2011.0,0.75,20816,350
14774,6032,2,The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,2007.0,0.25,6687,5081
48249,7377,5,"Transmetropolitan, Vol. 2: Lust for Life (Transmetropolitan, #2)","Warren Ellis, Darick Robertson",1999.0,1.0,20546,5850
20341,139,2,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",Ransom Riggs,2011.0,0.25,9129,138
441,352,3,Yes Please,Amy Poehler,2014.0,0.5,212,351
31635,167,1,"American Gods (American Gods, #1)",Neil Gaiman,2001.0,0.0,13816,166
6828,793,4,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,1967.0,0.75,3124,788
22545,650,4,Uncle Tom's Cabin,Harriet Beecher Stowe,1852.0,0.75,10037,647
27583,6031,3,Jasper Jones,Craig Silvey,2009.0,0.5,12174,5080
17358,1,2,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,2008.0,0.25,7830,0
16301,4987,2,The Sleeper and the Spindle,"Neil Gaiman, Chris Riddell",2014.0,0.25,7365,4385
15792,190,4,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,2012.0,0.75,7139,189
43695,326,5,White Oleander,Janet Fitch,1999.0,1.0,18743,325
10422,131,2,The Grapes of Wrath,John Steinbeck,1939.0,0.25,4735,130
36531,432,4,"I, Robot (Robot #0.1)",Isaac Asimov,1950.0,0.75,15797,431
9399,1901,3,"Shadowfever (Fever, #5)",Karen Marie Moning,2011.0,0.5,4267,1868
1831,5051,4,"Galileo's Daughter: A Historical Memoir of Science, Faith and Love",Dava Sobel,1999.0,0.75,858,4435
24581,40,1,"Eat, Pray, Love",Elizabeth Gilbert,2006.0,0.0,10914,39
29631,2316,2,Tenth of December,George Saunders,2013.0,0.25,13039,2254
39748,215,5,Ready Player One,Ernest Cline,2011.0,1.0,17114,214
1578,660,3,Congo,Michael Crichton,1980.0,0.5,734,657
34024,259,1,"The Scorch Trials (Maze Runner, #2)",James Dashner,2010.0,0.0,14767,258
40291,7116,4,"The Unusual Suspects (The Sisters Grimm, #2)","Michael Buckley, Peter Ferguson",2005.0,0.75,17343,5709
13525,359,4,And the Mountains Echoed,Khaled Hosseini,2012.0,0.75,6141,358
46619,891,4,"Fool Moon (The Dresden Files, #2)",Jim Butcher,2001.0,0.75,19906,886
38167,2476,1,"The Winter Sea (Slains, #1)","Susanna Kearsley, Rosalyn Landor",2008.0,0.0,16484,2392
27083,16,1,"The Girl with the Dragon Tattoo (Millennium, #1)","Stieg Larsson, Reg Keeland",2005.0,0.0,11979,15
22146,32,2,Of Mice and Men,John Steinbeck,1937.0,0.25,9883,31
261,238,2,Running with Scissors,Augusten Burroughs,2002.0,0.25,119,237
19593,341,1,The Iliad,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",-750.0,0.0,8809,340
37379,18,4,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)","J.K. Rowling, Mary GrandPré, Rufus Beck",1999.0,0.75,16149,17
47336,292,3,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)","C.S. Lewis, Pauline Baynes",1951.0,0.5,20194,291
45110,3611,2,"A Touch of Dead (Sookie Stackhouse, #4.1, #4.3, #5.1, #7.1, #8.1)",Charlaine Harris,2009.0,0.25,19327,3355
49549,2826,5,"Lick (Stage Dive, #1)",Kylie Scott,2013.0,1.0,21035,2700
37390,5251,1,The Dressmaker,Kate Alcott,2012.0,0.0,16154,4573
49679,1141,1,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Austin Kleon,2010.0,0.0,21093,1131
20264,2552,3,Player Piano,Kurt Vonnegut Jr.,1952.0,0.5,9101,2457
23736,4,5,To Kill a Mockingbird,Harper Lee,1960.0,1.0,10558,3
39622,3700,2,Richard III,"William Shakespeare, John Jowett",1591.0,0.25,17066,3431
37606,9408,4,"The Darkest Road (The Fionavar Tapestry, #3)",Guy Gavriel Kay,1986.0,0.75,16248,6861
26397,138,1,The Scarlet Letter,"Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym",1850.0,0.0,11695,137
48009,5466,5,"Take a Chance (Rosemary Beach, #7; Chance, #1)",Abbi Glines,2014.0,1.0,20458,4718
44349,399,3,The Tales of Beedle the Bard,J.K. Rowling,2007.0,0.5,19003,398
23045,108,5,"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,2000.0,1.0,10272,107
13967,1190,2,Rules of Civility,Amor Towles,2011.0,0.25,6330,1179
26192,3981,1,"Avatar: The Last Airbender (The Search, #1)","Gene Luen Yang, Bryan Konietzko, Michael Dante DiMartino, Dave Marshall, Gurihiru",2013.0,0.0,11608,3658
6640,4561,4,The Tortilla Curtain,T.C. Boyle,1995.0,0.75,3031,4078
41992,871,4,"Dead in the Family (Sookie Stackhouse, #10)",Charlaine Harris,2010.0,0.75,18026,866
33968,3176,1,"The Dead Girls' Dance (The Morganville Vampires, #2)",Rachel Caine,2007.0,0.0,14743,2995
20795,4896,4,"Never Never: Part Three (Never Never, #3)","Colleen Hoover, Tarryn Fisher",2016.0,0.75,9312,4321
3844,748,5,"Dead and Gone (Sookie Stackhouse, #9)",Charlaine Harris,2009.0,1.0,1757,744
22710,8385,2,Tigers in Red Weather,Liza Klaussmann,2012.0,0.25,10111,6357
8403,3196,3,Chicken Soup for the Soul,"Jack Canfield, Mark Victor Hansen",1993.0,0.5,3822,3011
23528,3921,3,"Prodigal Son (Dean Koontz's Frankenstein, #1)","Dean Koontz, Kevin J. Anderson, Scott Brick",2005.0,0.5,10466,3613
28540,1987,5,The Bachman Books,"Richard Bachman, Stephen King",1985.0,1.0,12592,1953
40543,2286,1,The Sorrows of Young Werther,"Johann Wolfgang von Goethe, Burton Pike",1774.0,0.0,17473,2227
4529,55,3,Brave New World,Aldous Huxley,1932.0,0.5,2064,54
21002,34,1,"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,2011.0,0.0,9393,33
7134,2009,3,"Brother Odd (Odd Thomas, #3)",Dean Koontz,2006.0,0.5,3244,1973
11495,3517,2,"The 8th Confession (Women's Murder Club, #8)","James Patterson, Maxine Paetro",2009.0,0.25,5236,3276
7447,1843,5,Prep,Curtis Sittenfeld,2005.0,1.0,3370,1812
8558,4087,3,Avalon High,Meg Cabot,2005.0,0.5,3894,3738
14366,727,1,The Reader,"Bernhard Schlink, Carol Brown Janeway",1995.0,0.0,6507,723
4988,3254,2,"The Stupidest Angel: A Heartwarming Tale of Christmas Terror (Pine Cove, #3)",Christopher Moore,2004.0,0.25,2285,3058
44939,7171,5,"The Inkheart Trilogy: Inkheart, Inkspell, Inkdeath (Inkworld, #1-3)",Cornelia Funke,1990.0,1.0,19252,5740
12644,1680,5,"Blue Dahlia (In the Garden, #1)",Nora Roberts,2004.0,1.0,5725,1658
2458,65,4,Slaughterhouse-Five,Kurt Vonnegut Jr.,1969.0,0.75,1153,64
6601,760,3,"Ender's Shadow (Ender's Shadow, #1)",Orson Scott Card,1998.0,0.5,3012,756
51294,6653,5,"Elric of Melniboné (Elric, #1)",Michael Moorcock,1972.0,1.0,21736,5438
10754,1768,4,"Wyrd Sisters (Discworld, #6; Witches #2)",Terry Pratchett,1988.0,0.75,4894,1742
15412,233,5,Love in the Time of Cholera,"Gabriel García Márquez, Edith Grossman",1985.0,1.0,6973,232
22558,314,5,"Inkheart (Inkworld, #1)","Cornelia Funke, Anthea Bell",2003.0,1.0,10045,313
37341,3226,1,"The Ripper (The Vampire Diaries: Stefan's Diaries, #4)","L.J. Smith, Kevin Williamson, Julie Plec",2011.0,0.0,16135,3034
10847,4463,2,"First Family (Sean King & Michelle Maxwell, #4)",David Baldacci,2009.0,0.25,4934,4006
44082,2413,5,"The Last Kingdom (The Saxon Stories, #1)",Bernard Cornwell,2004.0,1.0,18899,2339
36589,5465,3,"Kissed by an Angel/The Power of Love/Soulmates (Kissed by an Angel, #1-3)",Elizabeth Chandler,1995.0,0.5,15823,4717
4917,3456,2,Run,Ann Patchett,2007.0,0.25,2249,3228
1558,174,2,The Shack,William Paul Young,2007.0,0.25,726,173
10401,1576,3,"Full Dark, No Stars",Stephen King,2010.0,0.5,4721,1558
39375,2717,2,Wreckage,Emily Bleeker,2015.0,0.25,16965,2601
39700,3677,5,"The Gray Wolf Throne (Seven Realms, #3)",Cinda Williams Chima,2011.0,1.0,17096,3412
22017,708,2,Eleven Minutes,"Paulo Coelho, Margaret Jull Costa",2003.0,0.25,9831,705
10579,4842,2,The Virgin Blue,Tracy Chevalier,1997.0,0.25,4808,4280
2585,7500,2,When Bad Things Happen to Good People,Harold S. Kushner,1981.0,0.25,1210,5918
30180,101,4,Me Talk Pretty One Day,David Sedaris,2000.0,0.75,13262,100
5506,1448,1,"Relic (Pendergast, #1)","Douglas Preston, Lincoln Child",1995.0,0.0,2531,1432
41598,36,5,"The Giver (The Giver, #1)",Lois Lowry,1993.0,1.0,17889,35
9443,474,4,The God Delusion,Richard Dawkins,2006.0,0.75,4287,473
29325,8,4,The Catcher in the Rye,J.D. Salinger,1951.0,0.75,12916,7
48305,29,2,Romeo and Juliet,"William Shakespeare, Robert           Jackson",1595.0,0.25,20571,28
15218,6818,4,The Enchantress of Florence,Salman Rushdie,2008.0,0.75,6885,5544
49962,1506,3,The Zahir,"Paulo Coelho, Margaret Jull Costa",2005.0,0.5,21218,1490
629,538,1,Midnight in the Garden of Good and Evil,John Berendt,1994.0,0.0,298,537
38581,229,4,Alice's Adventures in Wonderland & Through the Looking-Glass,"Lewis Carroll, John Tenniel, Martin Gardner",1865.0,0.75,16644,228
10794,60,3,The Curious Incident of the Dog in the Night-Time,Mark Haddon,2003.0,0.5,4913,59
1355,174,3,The Shack,William Paul Young,2007.0,0.5,625,173
8507,3513,1,"Fear Nothing (Moonlight Bay, #1)",Dean Koontz,1998.0,0.0,3865,3272
14687,770,5,Julius Caesar,"William Shakespeare, Roma Gill",1599.0,1.0,6648,766
3824,231,2,Sarah's Key,Tatiana de Rosnay,2007.0,0.25,1750,230
30255,714,1,King Lear,William Shakespeare,1603.0,0.0,13288,711
1757,3927,2,"The King (Black Dagger Brotherhood, #12)",J.R. Ward,2014.0,0.25,828,3618
34821,3,2,"Twilight (Twilight, #1)",Stephenie Meyer,2005.0,0.25,15109,2
39743,495,2,A Heartbreaking Work of Staggering Genius,Dave Eggers,2000.0,0.25,17113,494
21241,2228,4,Solaris,Stanisław Lem,1961.0,0.75,9501,2172
30681,1823,3,"A Bear Called Paddington (Paddington, #1)","Michael Bond, Peggy Fortnum",1958.0,0.5,13452,1793
14779,480,2,"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,2000.0,0.25,6692,479
23341,9838,5,"The Chronicles of Narnia - The Lion, the Witch, and the Wardrobe Official Illustrated Movie Companion","Perry Moore, Andrew Adamson, C.S. Lewis",2005.0,1.0,10394,7064
23814,3375,2,"If There Be Thorns (Dollanganger, #3)",V.C. Andrews,1981.0,0.25,10588,3157
39429,790,1,The Four Agreements: A Practical Guide to Personal Freedom,Miguel Ruiz,1997.0,0.0,16995,785
39876,1896,5,"Pollyanna (Pollyanna, #1)",Eleanor H. Porter,1912.0,1.0,17173,1864
16405,601,2,The Tale of Peter Rabbit,Beatrix Potter,1901.0,0.25,7411,598
29906,3015,3,"Finding Cinderella (Hopeless, #2.5)",Colleen Hoover,2013.0,0.5,13156,2856
19146,14,3,Animal Farm,George Orwell,1945.0,0.5,8616,13
16430,1615,2,Open,"Andre Agassi, J.R. Moehringer",2009.0,0.25,7424,1595
23267,146,4,The Goldfinch,Donna Tartt,2013.0,0.75,10362,145
9716,8194,4,"The Death of Kings (Emperor, #2)",Conn Iggulden,2004.0,0.75,4400,6264
18083,6082,2,California,Edan Lepucki,2014.0,0.25,8142,5107
8439,8471,2,Pudd'nhead Wilson,Mark Twain,1893.0,0.25,3841,6405
6213,9588,4,The Keep,Jennifer Egan,2006.0,0.75,2846,6939
48663,387,1,The Crucible,"Arthur Miller, Christopher Bigsby",1953.0,0.0,20699,386
37304,27,5,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)","J.K. Rowling, Mary GrandPré",2005.0,1.0,16121,26
21108,2207,2,"Broken Harbour (Dublin Murder Squad, #4)",Tana French,2012.0,0.25,9439,2153
34137,184,5,Matilda,"Roald Dahl, Quentin Blake",1988.0,1.0,14809,183
34030,425,2,Go Ask Alice,"Beatrice Sparks, Anonymous",1971.0,0.25,14769,424
7049,8,2,The Catcher in the Rye,J.D. Salinger,1951.0,0.25,3218,7
39641,61,2,The Girl on the Train,Paula Hawkins,2015.0,0.25,17073,60
44919,3648,2,"Wolf-Speaker (Immortals, #2)",Tamora Pierce,1993.0,0.25,19246,3387
49681,1088,2,Far from the Madding Crowd,"Thomas Hardy, Rosemarie Morgan, Shannon Russell",1874.0,0.25,21095,1079
25804,1711,3,Sushi for Beginners,Marian Keyes,2000.0,0.5,11433,1687
39687,1185,5,Cold Sassy Tree,Olive Ann Burns,1984.0,1.0,17091,1175
20381,4790,2,"Authority (Southern Reach, #2)",Jeff VanderMeer,2014.0,0.25,9145,4244
36345,3941,5,"The Winter King (The Warlord Chronicles, #1)",Bernard Cornwell,1995.0,1.0,15717,3629
19349,431,2,"Red Dragon (Hannibal Lecter, #1)",Thomas Harris,1981.0,0.25,8701,430
15935,2,5,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)","J.K. Rowling, Mary GrandPré",1997.0,1.0,7194,1
15926,928,4,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,2012.0,0.75,7191,923
12102,2401,3,The Stranger,Harlan Coben,2015.0,0.5,5490,2329
8391,371,1,Stranger in a Strange Land,Robert A. Heinlein,1961.0,0.0,3818,370
30301,2422,1,"End of Watch (Bill Hodges Trilogy, #3)",Stephen King,2016.0,0.0,13300,2347
20914,100,2,The Poisonwood Bible,Barbara Kingsolver,1998.0,0.25,9353,99
15448,1943,3,Crazy Rich Asians (Crazy Rich Asians #1),Kevin Kwan,2013.0,0.5,6985,1910
12308,1193,3,Frindle,"Andrew Clements, Brian Selznick",1996.0,0.5,5581,1182
11881,7926,1,"The Hollow (The Hollow, #1)",Jessica Verday,2009.0,0.0,5399,6143
3211,3016,5,Last Chance Saloon,Marian Keyes,1999.0,1.0,1501,2857
44841,968,1,Cleopatra: A Life,Stacy Schiff,2006.0,0.0,19214,962
4414,6552,1,Body Surfing,Anita Shreve,2007.0,0.0,2008,5384
21280,105,4,"Allegiant (Divergent, #3)",Veronica Roth,2013.0,0.75,9519,104
4286,5910,4,Not My Daughter,Barbara Delinsky,2009.0,0.75,1944,4998
49016,127,2,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,2000.0,0.25,20839,126
37314,4475,5,Zorba the Greek,"Nikos Kazantzakis, Νίκος Καζαντζάκης",1946.0,1.0,16124,4016
35683,2643,4,Black Boy,"Richard Wright, Jerry W. Ward Jr.",1945.0,0.75,15456,2539
9895,730,2,The Pearl,John Steinbeck,1947.0,0.25,4478,726
14454,1882,3,"The Snowman (Harry Hole, #7)","Jo Nesbø, Don Bartlett",2007.0,0.5,6544,1850
26040,87,2,Night (The Night Trilogy #1),"Elie Wiesel, Marion Wiesel",1958.0,0.25,11542,86
8690,2232,3,The First Phone Call from Heaven,Mitch Albom,2013.0,0.5,3942,2176
30467,1843,3,Prep,Curtis Sittenfeld,2005.0,0.5,13369,1812
2422,3477,2,"Pandora (New Tales of the Vampires, #1)",Anne Rice,1998.0,0.25,1139,3243
43756,7177,3,"Gathering Prey (Lucas Davenport, #25)",John Sandford,2015.0,0.5,18772,5743
45925,5184,4,My True Love Gave to Me: Twelve Holiday Stories,"Stephanie Perkins, Holly Black, Ally Carter, Matt de la Pena, Gayle Forman, Jenny Han, David Levithan, Kelly Link, Myra McEntire, Rainbow Rowell, Laini Taylor, Kiersten White",2014.0,0.75,19631,4527
52442,1360,4,Duma Key,Stephen King,2008.0,0.75,22190,1347
19686,5898,5,Sleeping Beauty: a Little Golden Book (Disney Princess),"Michael Teitelbaum, Walt Disney Company",1986.0,1.0,8851,4992
50857,1409,4,The 3 Mistakes of My Life,Chetan Bhagat,2008.0,0.75,21541,1395
3627,3773,1,The Woman in Black,"Susan Hill, John Lawrence",1983.0,0.0,1670,3493
32063,116,3,The Adventures of Tom Sawyer,"Mark Twain, Guy Cardwell, John Seelye",1876.0,0.5,13990,115
28904,251,3,The Cat in the Hat,Dr. Seuss,1957.0,0.5,12738,250
31502,4076,3,"Fragile Eternity (Wicked Lovely, #3)",Melissa Marr,2009.0,0.5,13757,3727
46087,62,3,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,1995.0,0.5,19693,61
45681,240,3,"Inferno (Robert Langdon, #4)",Dan Brown,2013.0,0.5,19534,239
39969,219,4,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)","C.S. Lewis, Pauline Baynes",1956.0,0.75,17207,218
38121,4413,1,"Mistress of the Art of Death (Mistress of the Art of Death, #1)",Ariana Franklin,2007.0,0.0,16464,3969
24393,9134,5,Streams in the Desert,"Lettie B. Cowman, James Reimann",1904.0,1.0,10830,6730
52793,468,2,Their Eyes Were Watching God,Zora Neale Hurston,1937.0,0.25,22333,467
